page,rank,product_name,price,listed_at,country,shop,shop_total_sales,category,commission,sales_period,sales_growth,gmv_period,total_sales,total_gmv
10,201,"【Price Dropped】ISEE HAIR Human Hair Crochet Hair Extensions – Miracle Knots Pre-Separated Crochet Braids, Knotless Boho Braids, Mermaid Braids, Goddess Braids, Burmese Curly, Kinky Curly, Water Wave#SoHoChic #TikTokShopBackToSchool",$72.70 - 354.00,,美国,ISEE HAIR BEAUTY,53.15万,真人发接发&发片,3%,2612,-41.3%,$20.90万,2.00万,$130.85万
10,202,【SummerVibes】SUNGAIT Retro Polygon Aviator Sunglasses for Men Women Polarized Trendy Square Sun Glasses Stylish Pilot Shades UV400 Protection for Beach Travel School,$15.30,,美国,SUNGAIT,7.57万,太阳镜,15%,2608,-31.64%,$5.02万,2.68万,$51.01万
10,203,"EUNOIALENS Women's Fit Over Square Frame Sunglasses - Oversized Polarized Lenses, UV400 Protection, T-Zone Temples, Wrap-Around Design, for Casual Driving & Daily Wear, Stylish Women's Gift Accessory, Sunglasses For Women",$9.65 - 13.53,,美国,DS high quality goods,34.84万,太阳镜,15%,2606,343.95%,$4.00万,3221,$4.96万
10,204,"Reusable Fine Mesh Wig Dustproof Cover - Breathable Dustproof, Lint-Blocking, Anti-Fouling Wig Accessory for Storage, Travel Use, Blocks Lint",$30.00,,美国,WIG QUEEN,14.45万,接发与假发配件,5%,2589,727.16%,$8.31万,5013,$16.21万
10,205,"KooKaStyle 4PCS Clip in Hair Extensions for Women, 24 Inch Long Wavy Synthetic Hairpieces, 220g Thick Double Weft Extensions for Instant Volume, Length and Natural Blend",$20.99 - 25.99,,美国,KooKaStyle,11.81万,化纤接发&发片,5%,2567,7.5%,$6.08万,6.20万,$128.33万
10,206,"Polarized Sunglasses with American Flag Design, Retro Shades, Unisex Outdoor Driving Glasses, Fashionable Square Blue Lenses, Trendy Beach Eyewear, Square Frame Sunglasses",$8.60,,美国,YI SHENG SUNGLASSES,5.29万,太阳镜,8%,2566,46.38%,$2.34万,4583,$3.85万
10,207,"Elegant Animal Print Shawl Set, Kaftan Long Maxi Dress & Scarf, Summer Beach Sun Protection, Casual Fitted Style",$7.20,,美国,IROJEFF,90.35万,围巾&围脖,8%,2566,128200%,$3.46万,2570,$3.46万
10,208,Sister Keychains for 3 Sisters Gifts Big Sis Mid Sis Lil Sis Matching Heart Keychain Set Sister Jewelry Gifts,$8.99,,美国,Lyaney,4.61万,钥匙扣,5%,2548,-1.74%,$3.23万,5448,$6.92万
10,209,【TRENDY VIBES】MYIAUR Polarized Sunglasses for Women Big Style Gold-Plated Frame UV400 Protection Anti-Glare Fashion Accessory Christmas Gift Trendy Shades 2026,$13.00 - 14.00,,美国,Global EyeWear Selection,16.28万,太阳镜,15%,2543,28.82%,$3.81万,5.70万,$82.63万
10,210,PALESHY Polarized Photochromic HD Sunglasses for Men Women UV400 Protection Ultralight Eyewear Day Night Safety Glasses for Fishing Golf Outdoor Activities Classic Rectangular Design,$8.99 - 9.99,,美国,HEIDI GLASSES,7.37万,太阳镜,13%,2539,71.9%,$2.94万,4.39万,$51.03万
11,221,Amanda Hair Wig Cap For Lace Frontal Closure Wigs Breathable Invisible Elastic Wig Cap 02 Soft Thin,$25.80,,美国,amandahair,21.02万,真人发接发&发片,5%,2493,33.17%,$7.32万,1.62万,$22.17万
11,222,Elastic Band for Hair Wig Edge 1PCS Lace Melting Band for Wigs and Baby Hair Fluffy Eyelash for Hair Wig 6PCS Amanda Hair,$19.99,,美国,amandahair,21.02万,头绳,3%,2481,32.25%,$5.44万,1.59万,$23.04万
11,223,Onetide Hair Glueless Wigs Human Hair Short Afro Kinky Curly Wigs For Women Human Hair Put on & go Hair Strong Fluffy and Long－Lasting Glueless Wigs 80s 90s Hair Kinky Curly Wig Cosplay or Daily Use Wigs High Density Work Wig Vietnamese Human Hair,$20.00 - 21.30,,美国,ONETIDE Hair Store,8.17万,真人发全机制头套,10%,2480,38.7%,$5.51万,1.96万,$40.59万
11,224,Elastic Band for Hair Wig Edge 1PCS Lace Melting Band for Wigs Amanda Hair,$17.80,,美国,amandahair,21.02万,头绳,5%,2476,147.11%,$5.01万,1.56万,$18.79万
11,225,YWIGS Blonde Body Wave Bulk Human Braiding Hair for Boho Braids Natural Texture #27/30/613 & #4/27/30 & #4/30 #backtoschool #backtoschoolshopping #sohochic,$63.00 - 69.00,,美国,YWIGS,12.06万,真人发接发&发片,5%,2473,-15.48%,$16.80万,1.42万,$93.86万
11,226,"Rotatable Anxiety Ring with Cz Gemstone, Unisex Stress Relief Fidget Toy, Perfect Wedding Promise Gift, Men and Women Jewelry",$1.10,,美国,Artisane Rings,1.86万,戒指,8%,2472,12.47%,$4890.37,1.66万,$3.82万
11,227,"[Blue Light Blocking] Retro Square Semi-Rimless Glasses | Stylish PC + Metal Wear-Resistant Blend Non-Prescription Glasses for Reading, Gaming, and Computer Use (Includes Cleaning Cloth & Case)",$13.96,,美国,TIANYUE Accessories&Hats,2.22万,镜框与镜片,11%,2452,35.62%,$3.78万,6936,$10.55万
11,228,"Vintage-Style Faux Pearl Necklace with Rhinestone Cross Pendant, Men's Hip Hop Punk Jewelry, Bling Faux Pearl Chain Necklace, Trendy Necklace, Necklace Gift",$1.40,,美国,Ysabtst,47.48万,项链,8%,2450,1029.03%,$3579.1,9522,$2.58万
11,229,Adjustable Turban Wrap Scarf Head Wrap Scarfs Tactical Headscarf Seamless Bandanas,$15.99 - 20.79,,美国,Onestep Beauty Bar,1.20万,围巾&围脖,5%,2447,-8.63%,$5.38万,7187,$17.24万
11,230,Frodio Veralux™ Blend Human Hair Burmese Curly 3-in-1 Half Wig Spiral Ends #summervibes#SohoChic,$51.20,,美国,FRODIO,79.69万,真人发前蕾丝头套,5%,2438,6.18%,$12.89万,1.07万,$59.83万
12,241,"Vinisay Hair Bundles with 4x4/13x4 Closure, 12A Raw Indian Body Wave Real Human Hair, Natural Black Sew-in Weave Extensions, Bodywave Hair",$28.00 - 376.00,,美国,Vinisay Hair Shop,3.73万,真人发接发&发片,1%,2380,355.94%,$6.18万,7779,$22.55万
12,242,"Gothic Charm Bracelet for Women, Vintage Witchcraft Aesthetic Jewelry with Celestial Moon & Pentagram Charms, Adjustable 2-in-1 Casual Anklet Chain, Jewelry For Women, Gothic Style, Anklets For Women",$5.10 - 19.49,,美国,Stella Silver,1.17万,手环与手链,12%,2378,113.66%,$1.74万,3491,$2.90万
12,243,"Men's Minimalist Faith Cross Necklace - Stainless Steel with Inscriptions, Durable Fashion Accessory | Halo Accessories",$13.48,,美国,Halo accessories,2.41万,项链,10%,2375,3.13%,$3.61万,8523,$12.52万
12,244,"Vintage Resin Amber Acrylic Bangles Set, High-Quality Texture Bracelets, Fashionable Multifunctional Jewelry for Women, Daily Wear Accessories, 4 Pieces",$2.29 - 3.35,,美国,SY-exquisite,1.55万,手环与手链,8%,2339,182.15%,$6232.29,8566,$3.05万
12,245,"Retro Unisex Fashionable All-match Tinted Lens Aviator Sunglasses, His and Hers Gifts, Semi-Rimless Summer Vintage Trendy Glasses, Fashionable Sunglasses Men Women for Outdoor Activities #SummerVibes,summer outifit,travel essentials",$9.00,,美国,Collar Tow,9.72万,镜框与镜片,15%,2335,316.96%,$2.52万,5.13万,$52.31万
12,246,Glueless Headband Wig 26 Inch Long Black Body Wave Headband Wigs for Black Women Synthetic Natural Looking Wavy Wig Heat Resistant 180% Density,$22.98 - 24.79,,美国,Mairedhair,1.01万,化纤全机制头套,11%,2331,23.14%,$5.93万,5705,$14.43万
12,247,"Unisex Fashion Skull Cap - Beanie Hats, Casual Outfits Cap, Fashionable Hats, Fitted Beanie, Flexible Fit Design, One Size for Daily Wear & Sports",$5.00 - 6.50,,美国,This is my life,1.51万,帽子,20%,2328,17.4%,$1.36万,1.01万,$6.16万
12,248,JASGOOD Women Wide Chunky Belt for Dresses Fashion Thick Suede Belt with Gold Buckle,$21.60 - 34.60,,美国,JASGOOD,10.87万,皮带,10%,2324,24.95%,$5.72万,1.58万,$37.14万
12,249,"ShineThru 1 Pair Unisex Plastic Full-Rim Retro Fashion Womens Sunglasses - Trendy Versatile Design, UV Protection, Lightweight Comfort, Suitable for Daily & Outdoor Wear",$10.98,,美国,ShineThru,14.03万,太阳镜,15%,2318,230.2%,$2.85万,4730,$5.02万
12,250,"ATTCL Men's UV 400 Polarized Sunglasses (0.71 oz) - Ultra-Light Al-Mg Metal Frame Sports Eyewear for Driving, Golf, 99% UVA-UVB Blocking, Adults' Accessories, Mens Gifts for Boyfriend, Husband, Case, Microfiber Cloth, Test Card",$18.87 - 23.74,,美国,ATTCL EYEWEAR USA,8317,太阳镜,18%,2317,58.48%,$4.61万,6426,$13.62万
13,261,"GANIA Gold-Tone & Silver-Tone Hoop Earrings for Women – Brass Base, Lightweight Multi-Size Hoops Set (30/40/50/60mm), Daily Jewelry Gift for Girlfriend Wife Mom",$14.00 - 14.20,,美国,GANIA,31.35万,耳环,10%,2246,-25.36%,$3.37万,1.10万,$15.80万
13,262,Cute Bein Body Wave 13x6 Transparent Lace Front Human Hair Wig 180% Pre plucked Lace Frontal Human Hair Wigs For Women With Baby Hair,$61.83 - 168.50,,美国,Cute Bein Hair Shop,33.41万,真人发前蕾丝头套,1%,2246,69%,$16.42万,2.11万,$137.36万
13,263,"Unisex Tiger Eye & Green Aventurine Beaded Crystal Bracelet - Adjustable Size (5.9-7.87in) Accessories for Adults, Abundance & Prosperity, Wealth-Attracting Anniversary Costume Jewelry",$9.79 - 14.72,,美国,Arpurraina Shop,11.39万,手环与手链,15%,2243,-14.42%,$2.51万,2.93万,$31.49万
13,264,"Soco Exquisite 3-Pair 14K Gold Plated Layered Hoop Earring Set for Women, Geometric and Round Huggie Earrings with Hinged Clasps, Model DDES0407",$13.90,,美国,Soocosisx,3.32万,耳环,10%,2224,282.13%,$2.93万,6589,$7.85万
13,265,[3 In 1 Half Wig] OQ HAIR Afro Curly Wear Go Glueless Half Wig 180% 250% Density Upgrade With Drawstring Cap Invisible Hairline Human Hair Wigs Beginner Friendly #SohoChic #TikTokShopBackToSchool,$95.97 - 206.59,,美国,OQ HAIR SHOP,112.19万,真人发前蕾丝头套,3%,2213,322.33%,$25.00万,3.11万,$296.81万
13,266,"ShineThru Women's Aviator Sunglasses - Trendy Designer Full-Rim UV400 Protection Eyewear, Gold Trim Black Frame, Lightweight Pilot Style, Fashionable Accessories for Women, Trendy Sunglasses",$10.66,,美国,ShineThru,14.03万,太阳镜,13%,2212,-0.23%,$2.66万,6381,$7.50万
13,267,Pobokix Burmese Curly 3 IN 1 Half Wigs Human Hair Glueless Wig Human Hair Half Wig Drawstring 200% Density Burmese Curly Hair Half Wig For Women,$82.00 - 156.00,,美国,Pobokix,1.91万,真人发全机制头套,1%,2206,239.91%,$19.81万,4016,$34.49万
13,268,UNC Premium Trucker Snapback Hat,$24.50 - 38.30,,美国,The Mad Hatter Company,42.23万,帽子,10%,2205,-17.85%,$7.58万,7267,$26.11万
13,269,"Women's 6-Count Elastic Headbands Set - Metal Body Wave-Zig Zag Training Headbands with Comb, Textured Twist Design, Sports Hair Accessory, Ideal Gift, Body Wave Headband",$11.90,,美国,lumoqi,9.71万,发带发箍,15%,2202,-7.28%,$3.14万,1.17万,$16.50万
13,270,"Wigs Human Hair, 1 Pcs Light Brown Wig Caps for Women, Ultra-Thin Stretchy Nylon Lace Front Stocking Caps",$26.74,,美国,Tiwugi hair store,14.88万,真人发前蕾丝头套,1%,2201,17.89%,$6.14万,2.11万,$72.21万
14,281,"Gold Plated Chain and Pendant Set - 22"" 4mm Chain with Tricolor Charms for Boys & Girls - Perfect Gift for Mom Aunt Niece Daughter",$13.99,,美国,Nancy elizabeth varela,3.92万,项链,12%,2182,80.48%,$3.36万,8932,$13.25万
14,282,"2 pair Earring 18K Gold Plated Set for Men and Women. Features VVS - cut round and square gemstone earrings. These delicate, elegant and stylish accessories are for pierced ears.TikTokShopBlackFriday",$13.99,,美国,STEFEN FLAME Jewelry,2.17万,耳环,9%,2181,148.97%,$3.30万,1.64万,$23.97万
14,283,"""1pc Elegant Heart Key Pendant Bracelet, Women's Bracelet, 13 Small Pendants, Bohemian Style, Shiny and Exquisite Silvery, Women's Fashion Jewelry Accessories, Suitable for Wife, Girlfriend, Fashion Gift, Birthday Gift "" bangle, Bracelets, Accessories Fo",$8.69,,美国,Jadeglow Lane,1.34万,手环与手链,10%,2165,893.12%,$1.89万,4798,$4.27万
14,284,"Sohochic Women's 20in Clip-in Synthetic Artificial Hair Extensions, 4PCS Thick Double Weft Hairpieces with Styling Clips, S-Blonde Brown Mix Wine Red S-Dark Brown Long Volume Wavy/Straight Daily Use Fashion Accessory",$27.43,,美国,WIG QUEEN,14.45万,发夹发簪,-,2160,-10.41%,$7.61万,5285,$19.02万
14,285,Tewiky (K) 14K Gold Plated Jewelry Exclusive K,$1.00,,美国,Tewiky,75.46万,项链,-,2155,13.96%,$2155,4137,$4137
14,286,"Men's Sporty Glasses, Active Eyewear, Trendy Casual Wraparound Frame Glasses for Everyday Use, Summer Sports Glasses, Fashion Accessories for Outdoor Activities, Lightweight Sports Sunglasses",$11.72,,美国,ZX Coolmaker,3.05万,太阳镜,8%,2147,156.51%,$2.90万,1.20万,$11.98万
14,287,2pcs Titanium 18G/20G Horseshoe Nose Ring 7.5mm Inner Diameter Body Piercing Zircon 3mm Barbell Jewelry with Free Gem Picker Tool | Caution: Avoid Overtightening; Pre-Tighten with Provided Tool then Complete Tightening by Hand,$11.99 - 13.49,,美国,Neeyer Beauty USA,16.85万,身体饰品,10%,2139,-16.54%,$2.98万,9334,$12.79万
14,288,"PANEWAY 16 Inch Curly Wavy Hair Topper for Women – Lightweight Clip-In Hair Topper, Natural Scalp Appearance, Seamless Coverage, Instant Volume for Thinning Hair",$39.98 - 67.13,,美国,Paneway,12.05万,化纤接发&发片,9%,2138,-9.87%,$9.54万,1.38万,$64.29万
14,289,【SummerVibes】SUNGAIT Men's Military Polarized Aviator Sunglasses UV400 Protection Unisex HD Lens Bayonet Temples for Outdoor Activities Mirrored Shades Anti Uv,$18.00 - 34.00,,美国,SUNGAIT,7.57万,太阳镜,15%,2135,33.44%,$3.97万,2.62万,$45.87万
14,290,[New Color] Ishow Hair Burmese Curly Crochet Human Hair With Knotless Colored Pre-Separated Invisible Crochet Hair #DealsforYouDays #SummerWins,$43.50 - 248.19,,美国,Ishow Hair,6.42万,真人发接发&发片,5%,2128,149.47%,$10.33万,3212,$15.84万
15,301,"6 Pairs Retro Small Frame Classic Sunglasses for Men and Women, Vintage Trendy Sunglasses, Casual Sunglasses, Stylish Travel Sunglasses for Everyday, Versatile UV Protection Glasses",$3.60,,美国,ClearLen,34.01万,太阳镜,8%,2087,-18.95%,$7836.64,2.93万,$23.44万
15,302,1 Count Soft Scrunchies Random Color,$99.00,,美国,Mamushow Hair Fashion,27.62万,头绳,1%,2079,153.54%,$22.87万,4913,$54.75万
15,303,"YAPPY Inspirational Bible Verse Bracelets for Women & Men, Reversible Waterproof Design with NFC Daily Faith Quotes, Great GF or BF Gift, Gifts For Women, Gf Gift",$11.20,,美国,Yappy Bracelets,37.10万,手环与手链,15%,2074,4.54%,$3.08万,29.52万,$388.53万
15,304,"Cute leopard print plush sleep cap with bear ears and a bow; women’s sleep cap with ruffle detailing and satin lining; anti frizz hair protection night cap; soft, stretchy headwear suitable for curly haired users during sleep, everyday beauty routines, an",$12.90,,美国,CANDY YOYO,6.66万,帽子,12%,2072,1446.27%,$3.01万,2794,$4.08万
15,305,ISEE HAIR 250% Kinky Curly Wear Go Half Wig – Glueless Human Hair Wig Invisible Hairline Drawstring Seamless Blend Beginner Friendly Hairpiece No Leave Out Flip Over Wig Summer Hairstyles Budget Friendly Wig Beach Essential#SoHoChic#TikTokShopBackToSchool,$104.70 - 259.00,,美国,ISEE HAIR BEAUTY,53.15万,真人发全机制头套,3%,2071,-20.22%,$23.17万,5.56万,$551.75万
15,306,"2 Pcs Adjust Satin Hair Scrunchies for Women Girls, Adjustable Hair Ties Soft Than Silk for 4c Girlie Thick Curly Natural Hair, Easy to Use Hair Accessories for Afro Puff Loc Ponytails (black)",$11.00 - 20.00,,美国,Yuehuan Store,2.02万,头绳,10%,2057,96.47%,$2.63万,5751,$6.96万
15,307,GWZHL-Gift Internet Celebrity Cute Keychain Blind Bag Cartoon Resin Cute Packaging Pendant Kindergarten children's Gift Stall Prize,$0.99,,美国,RegalRegal,4.66万,首饰吊件及装饰,5%,2052,88.43%,$2242.2,6526,$7093.08
15,308,TEWIKY Ankle Bracelets For Women Waterproof Chunky Cuban Link Chain Trendy Large Layer Anklet Set Jewelry Gift for fashion For Summer Jewellery dealsforyoudays Jewlery anklet For Valentine's Day gifts,$11.99 - 12.99,,美国,Tewiky,75.46万,脚链,12%,2045,-15.29%,$2.75万,1.54万,$20.38万
15,309,"S925 Sterling Silver Moonstone Synthetic Women's Adjustable Thumb Open Ring, Victoria Vintage Style Hypoallergenic Nickel Free, Retro Floral, Lucky, Faith, Mother's Love Ring, Bohemian Style, Daily, Party, Holiday, Valentine's Day, Halloween, Easter Gift",$21.30,,美国,Vinci Jewelry,7.11万,戒指,10%,2037,46.13%,$5.06万,3448,$8.64万
15,310,Hot Star 613 Blonde and Neon Red 180 Density Straight and Body Wave HD Transparent 13x6 Lace Front Human Hair Wigs for Women Glueless Brazilian hair Lace Frontal PrePlucked Wig,$64.00 - 189.00,,美国,Hot Star Hair,47.40万,真人发前蕾丝头套,1%,2036,32.21%,$13.63万,5.77万,$368.62万
16,321,"Men's Plastic Square Round Full Frame Fashion Glasses, Retro Hong Kong Style, Casual Wear, Decorative Eyewear, Classic Elegant Design",$3.30,,美国,XINCHI GLASSES,15.39万,镜框与镜片,8%,1989,135.11%,$6753.05,7846,$3.04万
16,322,"2024 Summer Rhinestone Decorated Trendy Bangle, Elegant Fashion Accessories for Women & Men Daily Wear, Minimalist Aesthetic Jewelry Gift, Copper Bangles, Copper Metal Bracelet, Exquisite Trendy Bracelet, Copper Bracelets",$1.08 - 10.29,,美国,Cando Jewelry,46.01万,手环与手链,8%,1987,16.33%,$2578.82,3.92万,$15.62万
16,323,OQ HAIR #4 Chocolate Brown Feather Crochet Human Hair Burmese Curly Machine Made Crochet Weave Hair Extensions for Volume and Length #SohoChic #TikTokShopBackToSchool,$61.18 - 276.18,,美国,OQ HAIR SHOP,112.19万,真人发全机制头套,3%,1983,1449.22%,$13.18万,2651,$17.78万
16,324,"New Fashion Unisex Sunglasses for Young Adults, PC Frame, Trendy Casual Sunglasses, Perfect for Daily Wear & Holidays, Modern Trendy Sunglasses",$5.40,,美国,Clever Eyes Glasses,2.75万,太阳镜,8%,1975,11.9%,$1.13万,6667,$3.98万
16,325,"24pcs Women's Leopard Print Sporty Hair Bands, Elastic Stretchy Sweat-Wicking Sports Workout Headbands for Yoga Running Spa, Fashion Dot Hair Accessories",$3.38,,美国,Shenzhen Songlin,15.94万,头绳,8%,1974,524.68%,$9512.39,4216,$2.08万
16,326,"GANIA delicate 26-letter gold pendant with star decorations, an elegant lady's necklace, the ideal choice for Valentine's Day gifts",$11.88 - 13.20,,美国,GANIA,31.35万,项链,10%,1974,46.88%,$2.78万,8201,$11.35万
16,327,"Fintie Unisex Vegan PU Leather Eyeglasses Holder Stand - Plush Lining, Magnetic Base, Durable Portable Glasses Storage, Ideal for Bathroom Use, Anniversary/Christmas/Birthday Gift Eyewear Accessory, Computer Desk, Anniversary Gift, Quirky Gifts",$11.00 - 12.30,,美国,Fintie LLC,11.00万,眼镜盒与配件,10%,1966,-15.48%,$2.49万,3.43万,$42.45万
16,328,GOO GOO Hair Extensions Tape in Human Hair Natural Straight summer hairstyles #tiktokshopbacktoschool #sohochic,$32.91 - 216.04,,美国,GOO GOO,43.77万,真人发接发&发片,8%,1957,17.61%,$7.22万,10.07万,$363.98万
16,329,[Lowest Price Ever]Crochet Human Hair For Knotless Feather Human Hair For Boho Braids 4 to 5Pcs Recommend Multiple Curly & Wave Texture Protective Hairstyles For Black Women #SummerVibes,$38.80,,美国,Ishow Hair,6.42万,真人发接发&发片,6.5%,1941,57.17%,$9.05万,6106,$30.26万
16,330,Money Magnet! Lucky Four-Leaf Clover Green Aventurine Bracelet - Manifest Wealth & Prosperity Crystal Charm,$9.26,,美国,HEILSZHSHOP,8724,手环与手链,10%,1939,156.48%,$1.53万,4466,$3.60万
17,341,"Women's Stainless Steel Necklace with Zirconia Cross Crown Initial Pendant, Casual Fashion Lip Chain Jewelry for All Seasons, Letter Necklaces, Cross Design Necklace",$2.23,,美国,XinQiBai8 Jewelry,115.01万,项链,8%,1892,99.79%,$4879.58,2.06万,$7.37万
17,342,"GOO GOO Invisi Edge Tape in Hair Extensions Remy Human Hair, 14inch-24inch 20pcs 50g, Straight Natural Virgin Remy Hair, Seamless Injected Tape, Natural Look summer hairstyles #tiktokshopbacktoschool #sohochic",$45.34 - 110.00,,美国,GOO GOO,43.77万,真人发接发&发片,8%,1880,12.71%,$9.91万,1.81万,$102.99万
17,343,YLNWH Bracelet Helper Tool for Self-Wearing Fastening Assistant Easy to Use Versatile for Various Bracelets User-Friendly Design Ideal for Everyday Use,$8.49,,美国,Nuvilite,5.33万,珠宝调节保护工具,15%,1876,-18.43%,$1.71万,6878,$6.05万
17,344,Beanie Hat,$20.00,,美国,Hype Wall,11.20万,帽子,15.5%,1868,290.79%,$3.96万,2622,$5.47万
17,345,Cute Bein 40 Inch 613 Blonde 13x6 HD Lace Frontal Wigs Pre Plucked 613 Blonde Corlored Lace Front Human Hair Wigs For Women Can Be Dyed & Restyle,$69.00 - 307.00,,美国,Cute Bein Hair Shop,33.41万,真人发前蕾丝头套,1%,1868,31.92%,$13.66万,4.19万,$257.43万
17,346,"SOJOS Retro Trendy Oval Polarized Sunglasses for Women Men, 90s Vintage Circle Round Sunnies",$16.48 - 31.03,,美国,SOJOS,9.70万,太阳镜,10%,1865,25.17%,$3.63万,6529,$14.10万
17,347,"Tasiso Women's Dainty Gold Cross Necklace - 15""+2"" Extension Chain, Hypoallergenic, Eco-Friendly Gold Jewelry, Exquisite Chic Cute Accessories for Women, Mother's Day Gift for Mom",$12.60 - 13.57,,美国,Tasiso,7.15万,项链,10%,1864,131.55%,$2.63万,1.50万,$16.95万
17,348,"Japanese Street Style Camp Hat, Men's 5-Panel Polyester Baseball Cap, Lightweight & Breathable, Sporty Chic Streetwear, Men's Accessories for Adults, Mens Hats, Accessories Adults, Gifts For Him, Guys Gifts, Cool Gifts For Guys, Baseball Drip",$14.96,,美国,TIANYUE Accessories&Hats,2.22万,帽子,11%,1863,-35.76%,$3.00万,7915,$12.36万
17,349,Lush Haute 13X6 Synthetic Lace Front Wig Kinky Straight Lace Front Wig Pre Plucked 180% Density Yaki Straight Lace Front Wigs For Black Women Heat Resistant Hair,$41.00 - 45.50,,美国,Lush Haute,15.54万,化纤前蕾丝头套,10%,1856,112.6%,$8.23万,1.84万,$82.09万
17,350,"Unisex Pebbled Pattern Roller Belt, Colorful Crosses Detail, Retro Vine Style Buckle, Fashion Clothes Accessory for Youth, Belts",$16.99 - 17.99,,美国,Thrivedina,1.22万,皮带,13%,1855,163.49%,$3.55万,3083,$5.74万
18,361,"Men's Adjustable Leather Ratchet Belt with Automatic Buckle, No-Hole Dress Belt for Casual & Business Wear, Perfect Gift for Dad tiktokshopbacktoschool,back to school,back to school haul",$11.00,,美国,XMWUS,87.61万,皮带,10%,1826,-80.5%,$2.06万,6.60万,$72.49万
18,362,"To My Son Infinity Knot Bracelet, Forever Linked Together Leather & Stainless Steel Engraved Jewelry from Mom for Birthday Christmas",$12.99,,美国,Lyaney,4.61万,手环与手链,5%,1823,26.95%,$2.32万,3649,$4.46万
18,363,"New 2026 Ramiss Mircale Knots Crochet Human Hair Loose Deep Pre-Separated 50g / Bundle Time-Saving, 40 Strands, Hot Boho Braids Knotless Feather Crocher Human Hair 4-5 Bundles Recommended for a Full Head",$37.30,,美国,Ramiss Hair,7.53万,真人发接发&发片,6%,1818,-10.27%,$7.73万,6329,$27.14万
18,364,"goodr Amelia Earhart Ghosted Me Large Size (Mach G) Translucent Brown Frame with Brown Lens, UV400, No Slip No Bounce No Tangle",$30.00,,美国,goodr,7.22万,太阳镜,10%,1816,19.47%,$6.81万,1.90万,$68.90万
18,365,"GANIA Gold-Plated Iris Flower Cross Necklace – Electroplated Finish (Brass Base), Christian Symbol Pendant, Unisex Gift for Daily Wear",$12.99 - 13.99,,美国,GANIA,31.35万,项链,10%,1810,654.17%,$2.76万,3282,$5.05万
18,366,Full Shine Tape in Hair Extensions Natural Straight Real Human Hair 20 Pcs 50 Gram for Beauty Women Seamless Hair Double Sided for Skin Weft Tape in Hair Length And Volume Natural Long Hair Look Realistic Hairpiece #sohochic #TikTokShopBackToSchool,$20.37 - 131.09,,美国,FullShineHair,18.41万,真人发接发&发片,12%,1808,-3.62%,$3.46万,5.06万,$189.85万
18,367,Full Shine Clip In Hair Extensions Real Human Hair 7 Pcs Natural Straight 10-28 Inch 100-220 Grams Easy Application for Women Hairpiece Silky Straight Remy Hair #sohochic #TikTokShopBackToSchool,$30.00 - 258.40,,美国,FullShineHair,18.41万,真人发接发&发片,11%,1801,34.7%,$6.82万,4.15万,$258.74万
18,368,【V Part Wig No.1】Mamushow V Part Wigs With Invisible Strap Drawstring 100% Human Virgin Hair Body Wave Glueless Wig 180% Density Curly Wigs Natural Black #TikTokShopBackToSchool#SohoChic,$65.89 - 155.10,,美国,Mamushow Hair Fashion,27.62万,真人发全机制头套,1%,1799,140.51%,$12.89万,3.74万,$205.09万
18,369,[30inch only $118]Zlzlblbl 13x6 Deep Wave Lace Front Wig Human Hair Pre Plucked 99J Burgundy HD Lace Front Wigs Wine Red Colored Transparent Lace Front Wig Human Hair Pre Plucked With Baby Hair tiktokshopspringglowup Kinky Curly Wig,$64.00 - 171.00,,美国,Zlzlblbl Hair Factory Store,11.86万,真人发前蕾丝头套,1%,1793,46.01%,$12.45万,5179,$37.03万
18,370,S925 Silver Stud Earrings - Classic &Fashion Ear Jewelry Perfect Birthday Mother'sDay Unisex Gift for Men Women Wedding Set,$10.99 - 17.49,,美国,Blink n Bling,6.82万,耳环,16%,1792,1471.93%,$2.23万,1.07万,$12.04万
19,381,1Pack Satin Hair Scrunchies for Women - Glossy Satin Scrunchies for Hair Satin Scrunchies for Girls Holiday Gift Silk Hair Tie No Damage Cute Satin Hair Scrunchie for Styling,$15.99,,美国,UA HAIR,12.60万,头绳,10%,1764,-32.9%,$3.14万,2.19万,$36.55万
19,382,"Hair Clips 2 Pack – Professional Alligator Clips For Hair, Hair Clips For Styling, Hair Styling Clips, Aligator Clips, Salon Hair Clips, Plastic Hair Clips",$15.99,,美国,UA HAIR,12.60万,发夹发簪,10%,1764,-32.85%,$3.11万,2.19万,$36.59万
19,383,"3 pieces No Bend Hair Clips, No Crease Hair Clips, Pin Curl Hair Clips for Makeup Hair Styling",$15.99,,美国,UA HAIR,12.60万,发夹发簪,10%,1764,-32.85%,$3.13万,2.19万,$36.76万
19,384,"Women's Cute Car Bow Decor - Girly Car Accessories, Waterproof Vehicle Decoration, Exterior Accessories for SUV, Sedan & Motorcycle, Daily Driving & Photo Styling Ornament, Car Accessories Cute Car Decals Car Sticker Decal",$9.99,,美国,Embercraft,22.31万,服饰配件套装,14%,1761,256.48%,$1.86万,2795,$2.95万
19,385,YADOCA Hypoallergenic Stud Earrings for Women Men Silver Earrings for Sensitive Ears - 6/8/10mm Cubic Zirconia Earrings Studs-Gold Plated Simulated Diamond CZ Halo Earrings 2/4Pairs Flat Pierced Jewelry accessories,$14.00 - 17.00,,美国,YADOCA JEWELRY,2.59万,耳环,10%,1756,1210.45%,$2.63万,7678,$10.95万
